日期,0点计划购电量(kWh),最终调整购电量(kWh),增加购电量(kWh),减少购电量(kWh),0点计划购电费(元),调整后购电结算费(元),调整相关费用变化(元),紧急购电量(kWh),紧急购电费(元),总购电费(元),0:00储电量(kWh),24:00储电量(kWh)
2025-02-05,91248.173935,89322.540602,263.431862,2189.065195,65244.186243,64594.329869,-649.856374,150.041238,740.450148,65334.780017,8517.384988,8474.955406
2025-02-06,97750.780009,89302.731807,0.000000,8448.048202,70605.917893,66814.301152,-3791.616741,329.847221,1755.737652,68570.038804,8474.955406,8407.997416
2025-02-07,86405.536724,62941.587130,0.000000,23463.949595,44968.526631,37475.477839,-7493.048792,25.211190,38.579285,37514.057124,8407.997416,8804.651739
2025-02-08,75538.405081,58816.866085,0.000000,16721.538996,37814.721301,32158.472381,-5656.248920,120.225808,252.988511,32411.460892,8804.651739,9103.203205
2025-02-09,88015.352522,87700.546068,1559.525280,1874.331733,61906.669821,63356.196373,1449.526552,319.514143,1411.529969,64767.726342,9103.203205,8935.994750
2025-02-10,84764.731359,80683.528789,68.455730,4149.658301,57576.987489,55999.809369,-1577.178120,795.385567,3271.240699,59271.050068,8935.994750,8822.442834
2025-02-11,86546.557215,80773.210573,46.183868,5819.530510,59827.160699,57335.686199,-2491.474500,871.003009,4591.959741,61927.645940,8822.442834,8742.802003
2025-02-12,87558.185298,80980.202197,0.000000,6577.983101,60498.066126,57640.661540,-2857.404586,840.506010,4287.759062,61928.420601,8742.802003,8684.134022
2025-02-13,82771.725084,79419.804135,29.369687,3381.290636,55632.332694,54296.715135,-1335.617559,349.919667,1434.740259,55731.455394,8684.134022,8629.438196
2025-02-14,77679.959004,59172.899972,0.000000,18507.059032,39545.147445,33382.105879,-6163.041565,37.726034,65.320236,33447.426115,8629.438196,9001.603677
2025-02-15,76279.996036,55366.022197,0.000000,20913.973839,38326.654727,31868.230869,-6458.423858,228.238078,389.479754,32257.710623,9001.603677,9263.600815
2025-02-16,83793.067220,77909.840256,254.974722,6138.201686,57298.251628,55125.647206,-2172.604422,2604.921533,11920.801364,67046.448570,9263.600815,9156.325388
2025-02-17,84104.358206,76434.328355,235.435492,7905.465343,57025.568215,54336.118754,-2689.449461,1008.284142,4380.049634,58716.168388,9156.325388,9008.220100
2025-02-18,75457.611293,79601.850958,4144.716487,0.476821,49807.082551,54527.774427,4720.691876,438.936171,1989.434470,56517.208897,9008.220100,8892.627496
2025-02-19,77189.291975,78620.928958,1554.109904,122.472920,51499.662000,53261.972585,1762.310586,1137.316307,4555.285522,57817.258107,8892.627496,8808.876339
2025-02-20,81462.004259,78910.189272,235.088605,2786.903592,55059.194578,54335.788406,-723.406172,402.433919,1747.778280,56083.566686,8808.876339,8732.306097
2025-02-21,72516.443542,57325.669286,0.000000,15190.774257,36011.618742,31151.741829,-4859.876913,26.744004,33.216053,31184.957882,8732.306097,9033.180677
2025-02-22,71620.461251,54885.506752,0.000000,16734.954499,35374.329073,30031.803270,-5342.525802,83.954050,159.968693,30191.771963,9033.180677,9311.269761
2025-02-23,75999.411518,76239.076494,2286.046550,2046.381574,49854.276010,52363.704543,2509.428533,1498.153877,6126.628014,58490.332557,9311.269761,9146.933494
2025-02-24,73952.885253,75475.531249,1637.224878,114.578882,49147.478459,50682.406968,1534.928509,802.042051,3917.249606,54599.656574,9146.933494,9043.318494
2025-02-25,77402.011783,72634.622364,323.629989,5091.019408,50294.539303,48951.419777,-1343.119526,717.167218,3020.987608,51972.407385,9043.318494,8942.533777
2025-02-26,71236.692609,75736.042645,4504.154601,4.804564,46269.823396,51660.545041,5390.721645,598.717654,2469.970903,54130.515943,8942.533777,8844.410672
2025-02-27,73595.423378,73905.007603,964.343859,654.759635,47214.791062,48122.358722,907.567660,564.567784,2736.107726,50858.466448,8844.410672,8787.395323
2025-02-28,67039.927710,55218.335511,0.000000,11821.592199,31884.123015,28095.843327,-3788.279689,0.000000,0.000000,28095.843327,8787.395323,9045.679710
2025-03-01,74989.821295,51010.410135,0.000000,23979.411160,36332.137448,29254.645877,-7077.491571,6.547680,9.860806,29264.506683,9045.679710,9316.107878
2025-03-02,77882.876873,78388.431699,1715.191460,1209.636634,51185.219039,53040.174585,1854.955546,1451.701384,7263.942253,60304.116838,9316.107878,9262.240686
2025-03-03,81354.558372,76387.664614,810.154631,5777.048389,53834.981754,52655.946093,-1179.035661,1820.892753,8065.365232,60721.311325,9262.240686,9174.593918
2025-03-04,73307.693830,74982.242699,1777.961059,103.412190,47742.555958,49584.149849,1841.593890,1412.350795,5521.528982,55105.678831,9174.593918,9112.992506
2025-03-05,78259.672745,72557.443230,0.000000,5702.229514,50350.053385,48186.405676,-2163.647708,1009.170894,4587.705245,52774.110921,9112.992506,9070.224974
2025-03-06,74427.747365,74075.327464,559.425656,911.845556,47731.310175,47996.690838,265.380663,393.201718,1481.166380,49477.857218,9070.224974,9022.949397
2025-03-07,72895.197833,50690.016173,0.000000,22205.181660,34317.254846,27757.199882,-6560.054963,26.846348,37.880365,27795.080247,9022.949397,9328.704887
2025-03-08,63683.500614,49493.363028,0.000000,14190.137586,29199.817725,25176.991213,-4022.826511,0.000000,0.000000,25176.991213,9328.704887,9595.165268
2025-03-09,73373.831639,68560.745984,816.896508,5629.982162,45592.701211,44995.784712,-596.916499,1141.585245,4456.808103,49452.592815,9595.165268,9440.957318
2025-03-10,71268.799296,74226.127589,2959.037789,1.709496,45804.745287,49771.928402,3967.183115,830.489822,3166.726863,52938.655265,9440.957318,9330.318814
2025-03-11,64006.436847,71506.980502,7502.925130,2.381476,40604.366690,47969.248042,7364.881352,464.653958,1998.836613,49968.084655,9330.318814,9226.714064
2025-03-12,74937.452957,69795.758093,46.164434,5187.859299,47480.861370,45721.552421,-1759.308949,336.335651,1039.145783,46760.698204,9226.714064,9157.916774
2025-03-13,75912.790916,75926.120819,680.006883,666.676979,49387.898235,49961.526143,573.627908,385.013919,1631.482354,51593.008498,9157.916774,9099.883700
2025-03-14,61459.952693,48535.377289,0.000000,12924.575404,28868.352425,24870.341886,-3998.010539,0.000000,0.000000,24870.341886,9099.883700,9387.896100
2025-03-15,65540.354891,51664.284358,0.000000,13876.070533,30699.139324,26387.689611,-4311.449712,66.249753,137.963760,26525.653371,9387.896100,9646.912978
2025-03-16,68369.605745,69780.752177,1555.078095,143.931663,42963.058628,44693.581458,1730.522829,942.615227,3903.107287,48596.688744,9646.912978,9456.695220
2025-03-17,65538.937984,63219.726334,1559.880874,3879.092524,39373.806984,40637.943875,1264.136891,1596.320544,6683.751569,47321.695444,9456.695220,9298.590492
2025-03-18,75225.584539,68922.352370,357.402647,6660.634816,47329.244289,45498.267851,-1830.976438,384.581118,1777.294866,47275.562717,9298.590492,9179.927651
2025-03-19,62499.167590,67758.020976,5259.742635,0.889248,38888.217334,43803.604691,4915.387357,1026.224010,3915.551288,47719.155978,9179.927651,9085.401173
2025-03-20,71990.697283,67852.676266,642.298162,4780.319179,45238.096917,44339.212715,-898.884202,1367.552632,5129.481893,49468.694608,9085.401173,9030.672897
2025-03-21,62876.217194,47346.182267,0.000000,15530.034927,27832.961905,23905.498611,-3927.463294,0.000000,0.000000,23905.498611,9030.672897,9318.828396
2025-03-22,63099.332619,46988.161270,0.000000,16111.171349,28383.277080,24152.279453,-4230.997627,51.365039,88.977661,24241.257114,9318.828396,9585.901247
2025-03-23,69254.182218,66066.185630,384.129526,3572.126114,42698.229052,42116.553139,-581.675913,715.114364,2671.541793,44788.094932,9585.901247,9417.159622
2025-03-24,66347.591347,65706.212542,1705.311355,2346.690159,40622.901899,42305.161154,1682.259254,688.125744,2264.458252,44569.619406,9417.159622,9276.760455
2025-03-25,74531.435876,66570.675890,261.313335,8222.073321,46274.930522,44029.930724,-2244.999797,857.075846,3103.415702,47133.346427,9276.760455,9145.785342
2025-03-26,65261.874500,64129.170172,1301.148640,2433.852968,39958.762387,40803.685345,844.922958,349.630463,1274.732381,42078.417725,9145.785342,9053.553692
2025-03-27,69824.140600,66156.691676,418.377605,4085.826529,43011.091547,42236.125557,-774.965990,931.427795,3617.379042,45853.504600,9053.553692,8897.587787
2025-03-28,60343.232343,46802.231189,0.000000,13541.001154,28160.869368,23922.320496,-4238.548872,0.000000,0.000000,23922.320496,8897.587787,9193.296765
2025-03-29,52975.163053,46508.689315,0.000000,6466.473738,24541.471841,22014.344578,-2527.127263,20.105451,43.015612,22057.360190,9193.296765,9450.952361
2025-03-30,64317.112283,59713.839691,574.761571,5178.034163,37765.222296,37431.502524,-333.719773,1774.946595,6817.867372,44249.369896,9450.952361,9264.264920
2025-03-31,56674.523586,63811.688076,7137.164490,0.000000,34768.105932,41029.812433,6261.706501,728.475338,2808.554288,43838.366721,9264.264920,9054.420581
2025-04-01,71265.955423,68072.576790,738.140751,3931.519384,44103.400734,43788.182903,-315.217832,630.095383,2028.674322,45816.857225,9054.420581,8963.986260
2025-04-02,68354.237806,68770.364716,863.012884,446.885973,41952.642268,42656.722062,704.079794,548.977248,1949.560716,44606.282778,8963.986260,8894.701171
2025-04-03,70784.921414,65127.673565,13.601370,5670.849219,43949.733118,42089.032780,-1860.700338,362.760143,1118.889861,43207.922641,8894.701171,8822.883971
2025-04-04,54761.750242,46649.283397,0.000000,8112.466845,25283.249556,22236.133501,-3047.116055,0.000000,0.000000,22236.133501,8822.883971,9099.058757
2025-04-05,52812.027214,43909.552618,0.000000,8902.474595,24302.917082,21272.231682,-3030.685400,157.941882,534.776001,21807.007683,9099.058757,9391.813969
2025-04-06,62676.939592,61209.908545,1749.441246,3216.472293,37076.987213,38666.624837,1589.637624,591.256970,2135.852478,40802.477314,9391.813969,9236.040518
2025-04-07,56322.375068,58624.247579,2310.146837,8.274326,33746.930739,35984.843060,2237.912321,1077.951934,4546.978157,40531.821216,9236.040518,9151.332566
2025-04-08,66170.033683,61040.247903,71.276551,5201.062330,39499.944768,38125.882950,-1374.061818,619.937913,2723.006076,40848.889026,9151.332566,9050.691360
2025-04-09,64774.629884,66683.339389,2054.301477,145.591972,39203.303125,40998.911682,1795.608557,335.556075,1366.586014,42365.497696,9050.691360,8958.535371
2025-04-10,64499.794952,63152.355535,828.229312,2175.668730,39270.377106,38859.759201,-410.617905,620.770329,2716.769131,41576.528332,8958.535371,8887.867014
2025-04-11,49648.237310,42047.110377,0.000000,7601.126933,23063.241669,20147.816580,-2915.425089,0.000000,0.000000,20147.816580,8887.867014,9178.658616
2025-04-12,59898.653146,43395.463995,0.000000,16503.189151,26396.446670,22074.173215,-4322.273455,14.954918,33.129608,22107.302823,9178.658616,9440.381590
2025-04-13,57567.145916,59082.469199,1536.580936,21.257653,34512.132865,35868.591781,1356.458916,1199.985046,5067.434181,40936.025962,9440.381590,9308.375932
2025-04-14,62174.835183,56040.927952,0.000000,6133.907231,37172.899315,35174.170885,-1998.728430,2020.569889,7661.881149,42836.052034,9308.375932,9221.836424
2025-04-15,54525.691847,56968.892541,2453.419381,10.218687,32333.416082,34283.307712,1949.891630,640.154131,2768.404502,37051.712213,9221.836424,9131.557193
2025-04-16,62951.875332,62284.678472,742.834283,1410.031142,37525.798580,38118.505800,592.707220,721.350916,2802.182864,40920.688665,9131.557193,9056.338626
2025-04-17,57066.760018,60332.400356,3360.541604,94.901267,34800.882278,37113.860130,2312.977852,480.910403,2152.219517,39266.079647,9056.338626,8991.607600
2025-04-18,51221.832508,43220.474757,0.000000,8001.357752,23665.042638,20611.092797,-3053.949841,0.000000,0.000000,20611.092797,8991.607600,9279.379270
2025-04-19,53120.755670,44208.831847,0.000000,8911.923823,23234.187046,20587.916062,-2646.270984,24.196501,42.777638,20630.693700,9279.379270,9558.428570
2025-04-20,54255.915330,58561.124467,4305.209137,0.000000,32461.691658,36880.297473,4418.605815,1053.918109,4178.065739,41058.363212,9558.428570,9319.255210
2025-04-21,59324.170940,55388.574749,291.478061,4227.074252,34629.636496,34022.561908,-607.074588,1225.474708,4355.706944,38378.268852,9319.255210,9164.363224
2025-04-22,54465.873446,58479.301981,4029.666859,16.238324,32718.974220,36089.864608,3370.890388,929.335078,3738.415673,39828.280281,9164.363224,9077.804369
2025-04-23,53322.774997,59944.797536,6622.487301,0.464762,32115.857534,37493.643409,5377.785875,406.785362,1347.237930,38840.881339,9077.804369,8979.595022
2025-04-24,56635.468230,58099.941000,1508.634297,44.161528,33765.027779,35057.748307,1292.720527,456.980761,1705.023773,36762.772080,8979.595022,8902.928697
2025-04-25,49522.682450,40867.253248,0.000000,8655.429202,22503.678770,19388.180581,-3115.498189,0.000000,0.000000,19388.180581,8902.928697,9173.341781
2025-04-26,47205.489000,40331.976535,0.000000,6873.512465,22179.408359,19532.791103,-2646.617256,10.505890,21.484544,19554.275647,9173.341781,9418.608133
2025-04-27,51727.350495,55111.242613,3391.582718,7.690600,30834.424920,34075.832117,3241.407196,1211.137774,4843.562919,38919.395036,9418.608133,9305.305938
2025-04-28,64406.731063,64518.019332,1179.414733,1068.126464,38464.208287,39760.163314,1295.955027,501.301891,1994.713134,41754.876448,9305.305938,9094.284437
2025-04-29,54853.869046,56224.113540,1376.558550,6.314055,32601.315090,33965.975625,1364.660535,306.904938,1408.944768,35374.920393,9094.284437,9003.553465
2025-04-30,53162.740989,53604.483190,441.742201,0.000000,31657.374868,32062.758478,405.383609,1578.790491,5644.454630,37707.213108,9003.553465,8880.462091
2025-05-01,57129.238181,56536.954750,0.000000,592.283431,35486.460672,35193.949000,-292.511673,2966.765708,14087.354296,49281.303296,8880.462091,8831.712501
2025-05-02,62249.626302,46439.728539,0.000000,15809.897763,28928.442324,24455.827247,-4472.615077,84.431262,169.477928,24625.305175,8831.712501,9114.117090
2025-05-03,55714.901085,42128.758011,0.000000,13586.143075,25387.131333,21654.607955,-3732.523378,149.920875,712.726688,22367.334643,9114.117090,9368.534165
2025-05-04,58273.059010,52854.948560,456.000106,5874.110556,35774.364285,34975.571432,-798.792853,4052.202305,16617.915681,51593.487113,9368.534165,9161.495285
2025-05-05,60764.484446,60258.827231,307.254578,812.911794,37523.704934,37635.829850,112.124916,1708.511219,7677.702168,45313.532018,9161.495285,8983.078840
2025-05-06,53557.061806,58026.971142,4469.909336,0.000000,33746.599066,38072.499916,4325.900850,1629.050211,7123.371544,45195.871461,8983.078840,8834.453950
2025-05-07,58337.951905,61550.284243,3249.543364,37.211026,36741.181549,39268.372642,2527.191093,1029.945045,5196.636569,44465.009211,8834.453950,8767.420490
2025-05-08,66822.617520,63671.499252,91.257846,3242.376115,40673.641065,39939.389801,-734.251264,765.904961,3675.483363,43614.873164,8767.420490,8713.325019
2025-05-09,62961.309968,46879.815378,0.000000,16081.494591,27965.599454,24085.595786,-3880.003668,0.000000,0.000000,24085.595786,8713.325019,9008.034329
2025-05-10,58852.672715,45258.023882,0.000000,13594.648833,26563.630138,23105.174793,-3458.455345,48.804769,86.428239,23191.603031,9008.034329,9285.488826
2025-05-11,60696.945426,59916.042332,1453.443448,2234.346543,36894.449585,38488.582569,1594.132984,1446.800836,5724.613841,44213.196410,9285.488826,9109.141812
2025-05-12,54099.434547,58592.001409,4492.566862,0.000000,33957.499451,38455.761216,4498.261766,689.049100,2714.831495,41170.592711,9109.141812,8965.428075
2025-05-13,65694.217105,59119.193707,706.693602,7281.717000,39929.313931,38869.105748,-1060.208182,1108.647037,5093.237411,43962.343159,8965.428075,8900.817023
2025-05-14,64473.128410,61236.098520,641.402625,3878.432515,39607.476904,38887.151260,-720.325644,561.246546,2239.805690,41126.956950,8900.817023,8831.099069
2025-05-15,64086.026424,61055.611648,741.456721,3771.871497,40697.023545,39752.157311,-944.866234,507.625234,2098.643869,41850.801180,8831.099069,8791.476112
2025-05-16,53346.720622,43514.721575,0.000000,9831.999047,26091.157220,22568.726799,-3522.430421,16.771685,46.606947,22615.333746,8791.476112,8965.659606
2025-05-17,59303.663198,42811.269040,0.000000,16492.394158,27802.432759,23528.067162,-4274.365597,20.246453,41.650821,23569.717983,8965.659606,9216.493930
2025-05-18,64737.822404,61143.500225,355.610287,3949.932467,39193.341928,38704.733894,-488.608033,823.760942,2634.471323,41339.205217,9216.493930,9086.032586
2025-05-19,58931.851208,57432.115195,603.677416,2103.413429,36002.034724,36285.318931,283.284207,331.199405,1764.646908,38049.965840,9086.032586,9011.010820
2025-05-20,59800.046141,61205.261251,1405.259687,0.044578,36684.907712,37846.960054,1162.052342,617.265690,2668.497059,40515.457113,9011.010820,8944.884318
2025-05-21,56643.898345,59644.689618,3101.919109,101.127835,36175.118380,38462.662702,2287.544322,515.896747,1690.095151,40152.757853,8944.884318,8914.544495
2025-05-22,60744.092169,59343.864446,0.000000,1400.227723,38006.838821,37420.690764,-586.148057,328.317647,1173.255869,38593.946633,8914.544495,8886.330874
2025-05-23,57792.742264,47758.288729,0.000000,10034.453535,26984.475595,23870.423810,-3114.051785,0.000000,0.000000,23870.423810,8886.330874,9173.178818
2025-05-24,50058.351074,42104.312342,0.000000,7954.038732,24779.647863,21781.624516,-2998.023347,0.000000,0.000000,21781.624516,9173.178818,9431.702906
2025-05-25,58379.898926,55916.663647,939.113595,3402.348873,35838.982234,36478.767769,639.785535,761.544350,2824.402862,39303.170631,9431.702906,9291.214182
2025-05-26,57081.866755,63750.708004,6671.314662,2.473413,35418.398482,40992.557615,5574.159133,462.466489,1392.888152,42385.445767,9291.214182,9196.195827
2025-05-27,55155.969168,56892.050182,1761.600474,25.519460,34937.489981,35913.790994,976.301014,802.846366,3228.681809,39142.472804,9196.195827,9146.025729
2025-05-28,64687.634417,61893.624711,303.139468,3097.149174,39771.841693,39302.126769,-469.714924,347.784545,886.983573,40189.110342,9146.025729,9081.705984
2025-05-29,64572.342553,64190.072231,937.587746,1319.858068,39830.043001,40239.711195,409.668194,353.332553,1299.685779,41539.396974,9081.705984,9034.785148
2025-05-30,60766.963262,48233.426575,0.000000,12533.536687,28774.334934,25136.756705,-3637.578229,0.000000,0.000000,25136.756705,9034.785148,9320.984880
2025-05-31,61595.703056,45202.505119,0.000000,16393.197937,27847.811043,23638.490458,-4209.320585,139.770816,354.509086,23992.999545,9320.984880,9590.898371
2025-06-01,75683.292078,70922.227462,904.293243,5665.357859,51732.422628,50765.585643,-966.836984,6552.321716,27799.416139,78565.001782,9590.898371,9378.114070
2025-06-02,78489.999188,67712.980604,381.612169,11158.630752,53252.185368,50085.344237,-3166.841131,5893.945747,24668.149748,74753.493985,9378.114070,9222.641709
2025-06-03,74044.496756,71990.462025,208.973069,2263.007799,49646.825252,49233.844307,-412.980945,3670.199301,15205.334629,64439.178937,9222.641709,9106.619052
2025-06-04,86083.778749,74704.354510,325.438518,11704.862757,59242.790267,55430.620065,-3812.170202,2623.102802,9090.846825,64521.466890,9106.619052,8976.038887
2025-06-05,76249.617805,76195.597253,1197.842547,1251.863099,51890.238413,53170.613480,1280.375067,2312.573501,9246.783956,62417.397435,8976.038887,8918.019378
2025-06-06,77038.980298,53572.130930,0.000000,23466.849368,41634.812915,34226.370248,-7408.442667,307.760557,696.621370,34922.991618,8918.019378,9217.625388
2025-06-07,80216.557226,56471.602626,0.000000,23744.954601,42512.714929,35119.999837,-7392.715091,141.003209,477.569137,35597.568975,9217.625388,9491.438927
2025-06-08,71999.599970,69218.264068,1678.538820,4459.874722,47957.445271,48658.852339,701.407068,1825.414175,7626.894088,56285.746427,9491.438927,9347.734498
2025-06-09,82721.001484,76067.143417,87.873746,6741.731813,57496.249666,55025.011572,-2471.238094,1938.526442,8185.432709,63210.444280,9347.734498,9254.651703
2025-06-10,77381.079852,78010.268089,1298.394633,669.206395,53040.606375,54342.342850,1301.736476,1344.768755,5121.766672,59464.109522,9254.651703,9211.709175
2025-06-11,84453.894854,84102.888458,70.018842,421.025238,59325.910143,59220.134213,-105.775930,780.640169,3329.639005,62549.773218,9211.709175,9176.584393
2025-06-12,84115.695871,80530.631090,0.000000,3585.064781,58508.366567,57041.156312,-1467.210255,820.188078,3793.403484,60834.559796,9176.584393,9149.649267
2025-06-13,77323.523876,58533.903755,0.000000,18789.620121,41139.837937,35148.676568,-5991.161368,139.152750,333.776061,35482.452630,9149.649267,9335.027281
2025-06-14,75743.869585,55015.603958,0.000000,20728.265627,40514.631765,34269.003328,-6245.628437,60.269756,142.465957,34411.469284,9335.027281,9645.238152
2025-06-15,74407.050328,78661.205581,4444.070490,189.915237,50915.092777,55151.429985,4236.337208,849.588387,4030.367139,59181.797124,9645.238152,9511.990406
2025-06-16,79679.580837,80881.472482,1643.037044,441.145400,55500.718656,57012.225434,1511.506778,679.497519,3094.556121,60106.781555,9511.990406,9380.280110
2025-06-17,83239.553220,83292.281248,1514.834446,1462.106419,58233.812943,59456.209699,1222.396756,919.758002,4482.414448,63938.624147,9380.280110,9321.731332
2025-06-18,85183.439607,82032.359796,400.057594,3551.137404,59321.470552,58247.622087,-1073.848465,413.854145,1724.804204,59972.426291,9321.731332,9296.011514
2025-06-19,81183.096720,78862.915201,2921.637036,5241.818556,55242.081741,56894.202969,1652.121228,641.171359,2858.950126,59753.153095,9296.011514,9258.187044
2025-06-20,76300.112460,56477.145056,0.000000,19822.967404,40075.057625,34428.701922,-5646.355702,0.000000,0.000000,34428.701922,9258.187044,9548.969493
2025-06-21,68751.410767,55386.709036,0.000000,13364.701731,35802.621867,31799.803284,-4002.818583,0.000000,0.000000,31799.803284,9548.969493,9634.083642
2025-06-22,74743.711235,74616.657297,2858.242703,2985.296640,50483.020680,53639.062153,3156.041473,1395.296501,6397.148827,60036.210979,9634.083642,9496.984437
2025-06-23,77404.329255,76468.051198,14.619446,950.897503,52950.026565,52593.213974,-356.812591,722.112174,3491.959955,56085.173929,9496.984437,9414.851722
2025-06-24,89641.364212,86525.498531,26.195334,3142.061016,63958.861006,62669.961282,-1288.899724,711.478451,3355.241505,66025.202787,9414.851722,9350.715542
2025-06-25,81394.372569,81730.106314,1910.667488,1574.933743,55461.098968,57199.946641,1738.847673,555.279216,2818.538495,60018.485136,9350.715542,9324.489323
2025-06-26,78713.066072,78991.188107,392.695254,114.573219,53863.472440,54125.157639,261.685199,401.433077,1722.283152,55847.440791,9324.489323,9296.302016
