日期,计划购电量(kWh),计划购电费(元),紧急购电量(kWh),紧急购电费(元),总购电费(元),0:00储电量(kWh),24:00储电量(kWh),电价预测MAE(元/kWh)
2025-05-30,56365.980474,26911.784861,0.000000,0.000000,26911.784861,1950.000000,3450.000000,0.14822276
2025-05-31,51888.012745,24202.231306,113.154069,299.745130,24501.976436,3450.000000,3450.000000,0.05657011
2025-06-01,58324.357225,39447.681433,17454.985142,76937.839466,116385.520899,3450.000000,4200.000000,0.18283945
2025-06-02,57864.145594,38785.688486,12153.602795,55952.123875,94737.812361,4200.000000,1200.000000,0.06920688
2025-06-03,65274.735269,42849.775043,8630.405253,39297.459517,82147.234560,1200.000000,2550.000000,0.05134365
2025-06-04,65382.658871,43924.709491,6856.467779,28610.771207,72535.480698,2550.000000,1200.000000,0.05621774
2025-06-05,70150.922512,46831.807862,5560.161865,24594.614144,71426.422006,1200.000000,1200.000000,0.05754980
2025-06-06,64988.346205,34588.667336,0.000000,0.000000,34588.667336,1200.000000,1200.000000,0.10464554
2025-06-07,66138.052676,34566.172044,49.032807,121.576846,34687.748891,1200.000000,3450.000000,0.04767380
2025-06-08,69796.591061,46821.525652,1979.850542,8532.125037,55353.650688,3450.000000,1200.000000,0.09754281
2025-06-09,73843.456754,50169.303341,3315.319915,15548.290012,65717.593353,1200.000000,1200.000000,0.06158771
2025-06-10,76997.015182,52444.010784,2140.232435,9393.203164,61837.213948,1200.000000,1950.000000,0.04730304
2025-06-11,78671.368577,53641.785565,3938.886318,19799.145279,73440.930844,1950.000000,1800.000000,0.05830854
2025-06-12,81229.448551,56091.549742,798.856183,3798.060480,59889.610223,1800.000000,1200.000000,0.04711529
2025-06-13,76843.772087,40377.214581,0.000000,0.000000,40377.214581,1200.000000,1950.000000,0.12933437
2025-06-14,77709.612669,40898.628389,0.000000,0.000000,40898.628389,1950.000000,4950.000000,0.05582188
2025-06-15,75890.498362,52613.943492,659.630921,3192.367134,55806.310625,4950.000000,1200.000000,0.12260660
2025-06-16,81800.973290,56693.074222,495.060107,2014.227495,58707.301717,1200.000000,1200.000000,0.04655493
2025-06-17,84469.619675,58610.337914,1336.639712,6900.219341,65510.557255,1200.000000,1950.000000,0.05506666
2025-06-18,85961.884637,59661.594139,89.195100,331.086714,59992.680853,1950.000000,1800.000000,0.03897060
2025-06-19,86319.303625,59354.619791,190.947861,807.073190,60161.692981,1800.000000,1200.000000,0.03627172
2025-06-20,81966.302800,42920.042649,0.000000,0.000000,42920.042649,1200.000000,2700.000000,0.14518880
2025-06-21,76403.324256,38499.265999,0.000000,0.000000,38499.265999,2700.000000,1950.000000,0.06449835
2025-06-22,83062.262550,56524.374696,166.057924,740.274641,57264.649338,1950.000000,2700.000000,0.12771769
2025-06-23,82245.936542,56293.490233,89.374698,257.277785,56550.768017,2700.000000,1200.000000,0.04074524
2025-06-24,85055.664981,59733.106320,1790.075110,8908.643991,68641.750311,1200.000000,1200.000000,0.06419728
2025-06-25,86858.854563,59768.965344,290.745048,1159.541249,60928.506593,1200.000000,1200.000000,0.04078766
2025-06-26,87332.618351,59515.087385,0.000000,0.000000,59515.087385,1200.000000,1200.000000,0.04438477
2025-06-27,81343.900672,40832.232565,0.000000,0.000000,40832.232565,1200.000000,1950.000000,0.15949717
2025-06-28,77903.010673,39369.427119,0.000000,0.000000,39369.427119,1950.000000,2550.000000,0.04202440
2025-06-29,82834.099510,56685.281068,372.540151,1476.220945,58161.502013,2550.000000,2700.000000,0.12402624
2025-06-30,83722.386231,56921.492988,494.923359,2034.755468,58956.248456,2700.000000,3450.000000,0.05047130
2025-07-01,81536.303074,61066.743795,5278.616546,21485.208262,82551.952058,3450.000000,1200.000000,0.10188881
2025-07-02,85301.434865,62345.491434,4152.293839,16682.644782,79028.136216,1200.000000,1200.000000,0.05646853
2025-07-03,85360.625919,64084.042844,3997.046290,16874.383919,80958.426763,1200.000000,1200.000000,0.07021030
2025-07-04,78326.917585,44636.678884,0.000000,0.000000,44636.678884,1200.000000,1200.000000,0.14508958
2025-07-05,77451.375537,43576.540922,37.651429,99.795111,43676.336033,1200.000000,2700.000000,0.05117842
2025-07-06,80061.526420,59588.061665,4907.661761,23205.952778,82794.014443,2700.000000,1200.000000,0.16129335
2025-07-07,83864.637477,61707.601880,2524.601126,9998.825955,71706.427835,1200.000000,1200.000000,0.04792319
2025-07-08,87850.863769,64666.873037,1591.834053,7306.893450,71973.766488,1200.000000,2700.000000,0.05630672
2025-07-09,84981.527800,62982.445351,522.174172,2383.999689,65366.445041,2700.000000,1200.000000,0.05305502
2025-07-10,87335.885899,64571.225665,492.921900,1925.823505,66497.049170,1200.000000,1200.000000,0.05127516
2025-07-11,81886.832474,48149.720510,0.000000,0.000000,48149.720510,1200.000000,3450.000000,0.12129139
2025-07-12,74414.478486,43618.225302,0.000000,0.000000,43618.225302,3450.000000,1200.000000,0.05574702
2025-07-13,83276.487774,59341.240574,559.043768,3111.977743,62453.218317,1200.000000,1200.000000,0.10426479
2025-07-14,85042.813163,61636.123857,497.917370,2618.357489,64254.481346,1200.000000,2700.000000,0.05560311
2025-07-15,82995.276248,61329.265376,927.056847,3111.836491,64441.101867,2700.000000,1200.000000,0.04914539
2025-07-16,85997.755852,63493.588685,613.511681,2624.622431,66118.211116,1200.000000,2700.000000,0.04471577
2025-07-17,83593.070809,62464.267472,419.080246,2056.928834,64521.196306,2700.000000,1200.000000,0.05343807
2025-07-18,78456.119909,45988.872951,0.000000,0.000000,45988.872951,1200.000000,1200.000000,0.13687206
2025-07-19,76357.965832,44274.964987,11.253673,33.046411,44308.011398,1200.000000,1800.000000,0.05877858
2025-07-20,81509.469592,59501.459512,1112.758318,4686.760532,64188.220045,1800.000000,2444.800085,0.12872551
2025-07-21,80620.891168,60532.054289,1656.008163,6813.867714,67345.922003,2444.800085,1200.000000,0.04783360
2025-07-22,84050.890435,61753.187128,1164.867825,5794.657263,67547.844390,1200.000000,1200.000000,0.04730615
2025-07-23,84310.682462,62108.119526,1236.925595,5646.575114,67754.694639,1200.000000,1200.000000,0.04844356
2025-07-24,85267.234531,63164.476394,1314.791023,6558.100828,69722.577221,1200.000000,1200.000000,0.04701284
2025-07-25,79884.908468,46372.181557,0.000000,0.000000,46372.181557,1200.000000,1950.000000,0.15971599
2025-07-26,74502.531200,44364.027091,0.000000,0.000000,44364.027091,1950.000000,1200.000000,0.05104152
2025-07-27,81618.141069,59863.674808,2141.057717,11398.079369,71261.754177,1200.000000,1950.000000,0.13053641
2025-07-28,81319.989581,60509.649620,4426.691061,20115.434670,80625.084290,1950.000000,1200.000000,0.05338451
2025-07-29,84217.556085,62218.690793,2781.521071,12270.832105,74489.522898,1200.000000,1200.000000,0.04658313
2025-07-30,84651.858429,63541.248793,1054.298726,5057.496475,68598.745268,1200.000000,1200.000000,0.04306813
2025-07-31,85445.652128,63175.018490,521.069497,2782.357997,65957.376487,1200.000000,1200.000000,0.04925998
2025-08-01,77956.121982,44908.344526,0.000000,0.000000,44908.344526,1200.000000,1200.000000,0.17189837
2025-08-02,76860.827189,43581.472119,42.190416,125.875106,43707.347224,1200.000000,3450.000000,0.05735810
2025-08-03,78686.923105,56338.400898,311.172756,1713.259872,58051.660769,3450.000000,2700.000000,0.10937520
2025-08-04,79098.731337,57294.983103,158.827954,601.097946,57896.081049,2700.000000,2700.000000,0.04686994
2025-08-05,77623.738021,56350.400490,146.047196,690.482079,57040.882569,2700.000000,1200.000000,0.04557831
2025-08-06,79395.218662,58128.465006,865.320233,4030.057066,62158.522072,1200.000000,1200.000000,0.04904635
2025-08-07,80065.324840,57709.656074,162.543821,593.672413,58303.328487,1200.000000,1200.000000,0.05038117
2025-08-08,71340.282437,40172.539964,0.000000,0.000000,40172.539964,1200.000000,1200.000000,0.16552092
2025-08-09,67483.868700,39224.444814,1.657301,4.317269,39228.762082,1200.000000,1200.000000,0.05664530
2025-08-10,72123.048689,52983.299379,1240.961572,4808.426588,57791.725967,1200.000000,1200.000000,0.13501055
2025-08-11,73790.199902,52596.979379,984.902932,4536.299097,57133.278475,1200.000000,1200.000000,0.04441755
2025-08-12,74582.223934,54385.513512,1611.415424,7686.102042,62071.615554,1200.000000,1200.000000,0.05087119
2025-08-13,76844.196778,55651.970646,1000.316124,4498.988765,60150.959411,1200.000000,1950.000000,0.04483869
2025-08-14,75127.626827,54750.439259,979.506602,4660.076522,59410.515782,1950.000000,1200.000000,0.04678821
2025-08-15,68543.410007,40009.872313,0.000000,0.000000,40009.872313,1200.000000,1200.000000,0.15620328
2025-08-16,65448.681537,38506.403091,0.000000,0.000000,38506.403091,1200.000000,1200.000000,0.05643378
2025-08-17,72072.424794,51958.015529,1410.264376,6847.151122,58805.166651,1200.000000,2637.351469,0.12984375
2025-08-18,69890.081268,51283.619072,1376.604095,7164.653551,58448.272623,2637.351469,1200.000000,0.04803744
2025-08-19,74250.894594,53794.590614,857.918952,4095.689828,57890.280442,1200.000000,2700.000000,0.03804841
2025-08-20,73017.837090,54046.528558,4224.933585,18242.287522,72288.816080,2700.000000,2504.343583,0.05762707
2025-08-21,73158.794006,53504.486432,1160.851200,4720.912366,58225.398797,2504.343583,1200.000000,0.04225130
2025-08-22,66603.357424,39827.470945,0.000000,0.000000,39827.470945,1200.000000,1200.000000,0.14320808
2025-08-23,67270.742746,38745.744258,0.000000,0.000000,38745.744258,1200.000000,4200.000000,0.05025957
2025-08-24,67218.039779,49757.738496,2337.628419,11190.907894,60948.646390,4200.000000,1950.000000,0.12033617
2025-08-25,70236.298835,51650.596754,5639.064733,24084.240357,75734.837111,1950.000000,1200.000000,0.05342568
2025-08-26,73621.894276,53156.365184,980.757923,4527.649426,57684.014610,1200.000000,1950.000000,0.04441286
2025-08-27,73237.846071,53027.383240,1600.048360,7938.359092,60965.742333,1950.000000,1200.000000,0.04994964
2025-08-28,74619.564081,54244.704389,4213.276136,19471.201003,73715.905392,1200.000000,1200.000000,0.05407318
2025-08-29,68433.019634,40156.725708,0.000000,0.000000,40156.725708,1200.000000,1950.000000,0.15224702
2025-08-30,64996.984206,38692.478008,8.138884,21.962778,38714.440786,1950.000000,1950.000000,0.06136624
2025-08-31,70109.434092,50457.191549,3049.855990,12510.039345,62967.230893,1950.000000,1950.000000,0.13486701
2025-09-01,72932.997707,47192.346584,546.012730,1738.039908,48930.386492,1950.000000,1950.000000,0.09232275
2025-09-02,72645.870218,46689.266889,81.470125,389.088353,47078.355243,1950.000000,1950.000000,0.04316029
2025-09-03,74014.276806,48698.643043,40.103395,178.600470,48877.243512,1950.000000,2700.000000,0.04869662
2025-09-04,71722.279803,46897.746608,28.323590,143.585557,47041.332166,2700.000000,1200.000000,0.05292569
2025-09-05,64727.746674,32736.786111,0.000000,0.000000,32736.786111,1200.000000,1200.000000,0.17607210
2025-09-06,62406.842002,31858.090356,0.000000,0.000000,31858.090356,1200.000000,2700.000000,0.06084040
2025-09-07,65105.939791,42122.731031,1007.489041,4204.087507,46326.818538,2700.000000,1950.000000,0.11706158
2025-09-08,65442.056140,42811.749606,2682.289023,11805.496933,54617.246539,1950.000000,1950.000000,0.05672074
2025-09-09,67836.224215,43676.414819,185.348548,755.945984,44432.360802,1950.000000,2700.000000,0.04354262
2025-09-10,67471.961419,44037.573674,2839.569024,13052.604694,57090.178368,2700.000000,2700.000000,0.05306857
2025-09-11,67190.035263,43269.481187,82.820752,466.833780,43736.314967,2700.000000,1489.890349,0.04574501
2025-09-12,62352.743888,31099.852630,0.000000,0.000000,31099.852630,1489.890349,3300.000000,0.14531162
2025-09-13,56827.977004,28994.048024,0.000000,0.000000,28994.048024,3300.000000,2700.000000,0.05883985
