日期,0点计划购电量(kWh),最终调整购电量(kWh),增加购电量(kWh),减少购电量(kWh),0点计划购电费(元),调整后购电结算费(元),调整相关费用变化(元),紧急购电量(kWh),紧急购电费(元),总购电费(元),0:00储电量(kWh),24:00储电量(kWh)
2025-02-19,77505.958642,78967.924172,1610.244912,148.279382,47997.869732,49598.692705,1600.822973,1137.316307,4133.004164,53731.696869,8533.198703,8427.153197
2025-02-20,81809.404695,79098.500743,223.249778,2934.153731,50491.933036,49923.828143,-568.104893,402.433919,1601.990442,51525.818585,8427.153197,8331.400877
2025-02-21,72674.776876,57479.398002,0.000000,15195.378873,44134.632851,38116.733478,-6017.899373,26.744004,59.264713,38175.998191,8331.400877,8725.167781
2025-02-22,71661.369628,55002.974539,0.000000,16658.395089,43012.738301,36630.203798,-6382.534504,48.445610,103.548675,36733.752473,8725.167781,8996.415032
2025-02-23,76121.186643,76301.802163,2300.418046,2119.802527,46220.584806,48603.160437,2382.575631,1498.153877,5410.360357,54013.520794,8996.415032,8787.916562
2025-02-24,74190.988780,75661.085718,1611.517739,141.420800,45804.553976,47163.171818,1358.617842,802.042051,3598.969120,50762.140938,8787.916562,8648.995085
2025-02-25,77608.568239,72670.428823,302.917755,5241.057172,47569.256814,46384.551352,-1184.705462,717.167218,2770.667584,49155.218936,8648.995085,8515.307075
2025-02-26,71277.920887,75884.491362,4608.808893,2.238418,43453.565904,48057.224324,4603.658419,598.717654,2242.473349,50299.697672,8515.307075,8386.912453
2025-02-27,73753.756712,74055.745323,920.930325,618.941714,45327.980989,46127.933335,799.952346,564.567784,2522.217782,48650.151117,8386.912453,8332.359039
2025-02-28,67039.927710,55330.638252,0.000000,11709.289457,40119.453593,35354.998950,-4764.454644,0.000000,0.000000,35354.998950,8332.359039,8691.715892
2025-03-01,75057.035507,51025.946324,0.000000,24031.089184,45414.057016,36602.822012,-8811.235004,6.547680,14.509659,36617.331671,8691.715892,8976.126630
2025-03-02,77994.011898,78588.849674,1229.939287,635.101511,47501.434139,48810.914412,1309.480272,1451.701384,6782.063757,55592.978168,8976.126630,8898.300789
2025-03-03,81606.535723,76648.453232,766.292170,5724.374661,50165.216215,49185.095293,-980.120922,1820.892753,7422.839709,56607.935002,8898.300789,8816.502550
2025-03-04,73466.027163,75124.331099,1756.894845,98.590908,45061.136259,46692.812606,1631.676347,1412.350795,5097.061062,51789.873668,8816.502550,8744.819686
2025-03-05,78512.823365,72791.372471,0.000000,5721.450894,48148.707277,46176.947824,-1971.759454,1009.170894,4335.380057,50512.327881,8744.819686,8687.003609
2025-03-06,74427.747365,74126.056089,606.915049,908.606325,45514.840948,45874.378340,359.537392,393.201718,1371.955875,47246.334215,8687.003609,8642.788441
2025-03-07,73020.278199,50750.175705,0.000000,22270.102494,44231.749823,35861.954395,-8369.795428,0.000000,0.000000,35861.954395,8642.788441,9002.687509
2025-03-08,63679.964929,48329.559473,0.000000,15350.405457,37500.986185,31935.446039,-5565.540146,28.917563,64.081320,31999.527359,9002.687509,9267.205913
2025-03-09,73277.777747,68560.745984,406.578948,5123.610710,44195.933883,43420.028648,-775.905235,1141.585245,4118.306623,47538.335272,9267.205913,9106.328730
2025-03-10,71314.426143,74340.408823,3028.578078,2.595398,42799.845452,46367.344223,3567.498771,830.489822,2849.254024,49216.598247,9106.328730,8961.259001
2025-03-11,64051.628435,71535.259175,7486.012216,2.381476,39113.879426,45601.583493,6487.704068,464.653958,1918.552398,47520.135891,8961.259001,8824.040395
2025-03-12,74959.542857,69677.072313,29.425504,5311.896048,45821.212871,44199.457983,-1621.754888,336.335651,996.577339,45196.035322,8824.040395,8732.642460
2025-03-13,76112.660831,76132.787439,714.810585,694.683977,46564.903269,47056.471744,491.568474,385.013919,1562.755403,48619.227146,8732.642460,8654.147336
2025-03-14,61494.294831,48584.998802,0.000000,12909.296028,36901.435605,31784.377047,-5117.058558,0.000000,0.000000,31784.377047,8654.147336,8986.819099
2025-03-15,65540.354891,51895.831206,0.000000,13644.523685,38458.948490,33191.861670,-5267.086821,66.249753,141.551422,33333.413092,8986.819099,9263.059243
2025-03-16,68431.585697,69830.015456,1554.959609,156.529850,41355.210890,43066.727460,1711.516570,942.615227,3702.116717,46768.844177,9263.059243,9065.169405
2025-03-17,65540.946610,63211.134723,2553.566179,4883.378066,38931.637658,40759.370797,1827.733140,1596.320544,6685.877933,47445.248731,9065.169405,8871.994529
2025-03-18,75494.598954,68884.318145,322.869440,6933.150249,46070.584614,44367.954862,-1702.629752,384.581118,1630.477140,45998.432002,8871.994529,8715.236858
2025-03-19,62512.734626,67782.411998,5270.566620,0.889248,38297.228390,42977.718444,4680.490054,1026.224010,3837.886607,46815.605051,8715.236858,8585.850905
2025-03-20,72111.487487,67842.087402,642.481952,4911.882037,43898.457258,43134.510051,-763.947207,1367.552632,4791.840319,47926.350370,8585.850905,8516.560409
2025-03-21,62675.496323,47749.425784,0.000000,14926.070539,37269.679827,31696.368325,-5573.311503,0.000000,0.000000,31696.368325,8516.560409,8878.173679
2025-03-22,63099.332619,46990.292682,0.000000,16109.039937,37304.152786,31420.987347,-5883.165439,51.365039,123.226784,31544.214131,8878.173679,9147.164801
2025-03-23,69328.389143,66102.573237,384.129526,3609.945432,41789.156662,41220.905542,-568.251120,715.114364,2581.112325,43802.017867,9147.164801,8971.025518
2025-03-24,66347.591347,65669.399418,1668.498231,2346.690159,39688.282619,41279.763208,1591.480589,688.125744,2179.288506,43459.051714,8971.025518,8790.016463
2025-03-25,74702.317746,66601.949522,261.313335,8361.681559,45275.232463,43156.592066,-2118.640398,857.075846,3003.556847,46160.148912,8790.016463,8659.041350
2025-03-26,65337.802615,64123.633225,1273.578395,2487.747785,39620.231382,40388.158631,767.927249,349.630463,1235.891154,41624.049785,8659.041350,8538.237260
2025-03-27,69862.226792,66178.755929,418.377605,4101.848468,42579.536768,41853.387844,-726.148924,931.427795,3463.234419,45316.622263,8538.237260,8381.332960
2025-03-28,60343.232343,46915.876060,0.000000,13427.356284,36395.251252,30843.352680,-5551.898572,0.000000,0.000000,30843.352680,8381.332960,8779.322321
2025-03-29,52816.829720,46356.579231,0.000000,6460.250489,31331.883112,28182.461751,-3149.421361,20.105451,42.985454,28225.447205,8779.322321,9042.578841
2025-03-30,64317.112283,59673.417752,534.339632,5178.034163,38184.796225,37752.483815,-432.312411,1774.946595,6871.596232,44624.080047,9042.578841,8811.085545
2025-03-31,56489.175405,63736.277544,7247.102139,0.000000,34353.623388,40365.387358,6011.763971,728.475338,2752.162158,43117.549516,8811.085545,8601.241206
2025-04-01,71315.175346,68078.261298,510.306054,3747.220102,42324.199990,41904.911522,-419.288468,630.095383,1990.502445,43895.413967,8601.241206,8479.969795
2025-04-02,68512.571139,68890.679235,822.112657,444.004561,41323.656680,41890.769622,567.112942,548.977248,1945.984654,43836.754276,8479.969795,8395.223913
2025-04-03,70859.507110,65105.994379,11.663825,5765.176556,43303.975087,41356.508343,-1947.466744,362.760143,1094.880582,42451.388924,8395.223913,8305.320730
2025-04-04,54624.562369,46624.024133,0.000000,8000.538236,32576.317337,28761.590855,-3814.726482,0.000000,0.000000,28761.590855,8305.320730,8682.231264
2025-04-05,52629.585724,44688.990788,0.000000,7940.594936,30957.911973,27257.260975,-3700.650998,157.941882,689.184225,27946.445200,8682.231264,8976.481639
2025-04-06,62670.894319,61164.427064,2134.242841,3640.710096,36656.253425,38486.639265,1830.385840,591.256970,2087.562506,40574.201772,8976.481639,8777.204680
2025-04-07,56322.375068,58593.316647,2294.999708,24.058129,33498.698198,35715.287967,2216.589769,1077.951934,4574.114376,40289.402343,8777.204680,8661.707708
2025-04-08,66170.033683,61041.491917,69.227910,5197.769675,39671.141065,38223.948620,-1447.192445,619.937913,2775.512741,40999.461360,8661.707708,8564.029891
2025-04-09,64774.629884,66653.003202,2017.919412,139.546094,38712.061608,40280.500654,1568.439047,335.556075,1321.098357,41601.599012,8564.029891,8441.724377
2025-04-10,64499.794952,63134.447901,833.234793,2198.581845,39236.119342,38904.591862,-331.527480,620.770329,2696.036998,41600.628860,8441.724377,8355.151714
2025-04-11,49314.591873,41696.035939,0.000000,7618.555934,29608.730043,25867.740427,-3740.989616,0.000000,0.000000,25867.740427,8355.151714,8630.257214
2025-04-12,59519.825430,45294.288679,0.000000,14225.536752,34816.790044,29337.464429,-5479.325616,14.954918,31.913801,29369.378230,8630.257214,8970.056315
2025-04-13,57325.126750,58804.533341,1479.451205,0.044614,34019.347053,35528.214038,1508.866985,1199.985046,5052.196624,40580.410661,8970.056315,8798.437646
2025-04-14,62174.835183,56015.259297,0.000000,6159.575886,37297.524389,35189.531717,-2107.992672,2020.569889,7870.836440,43060.368158,8798.437646,8686.999153
2025-04-15,54523.012676,56947.180471,2449.864788,25.696993,32545.148458,34667.584227,2122.435769,640.154131,2777.211932,37444.796160,8686.999153,8571.400022
2025-04-16,62793.523208,62097.477514,730.105108,1426.150802,36896.136649,37494.232641,598.095992,721.350916,2756.997196,40251.229837,8571.400022,8472.652030
2025-04-17,56910.507853,60109.281509,3297.966172,99.192516,34840.355014,37302.656035,2462.301020,480.910403,2171.853625,39474.509659,8472.652030,8404.243797
2025-04-18,50940.081348,43056.368810,0.000000,7883.712537,30426.928187,26572.117627,-3854.810560,0.000000,0.000000,26572.117627,8404.243797,8797.896160
2025-04-19,52979.540688,44796.287533,0.000000,8183.253155,30419.951340,26959.076211,-3460.875129,24.196501,51.706008,27010.782219,8797.896160,9063.835991
2025-04-20,53996.972272,58449.494873,4452.522601,0.000000,32367.284307,36583.018082,4215.733775,1053.918109,4176.438653,40759.456735,9063.835991,8815.773951
2025-04-21,59214.923439,55930.907188,252.547489,3536.563740,35103.872031,34533.748416,-570.123616,1059.318680,3952.965913,38486.714328,8815.773951,8617.936245
2025-04-22,54465.873446,58453.917290,4013.888577,25.844733,32405.014157,35739.613984,3334.599827,929.335078,3723.348729,39462.962713,8617.936245,8506.432280
2025-04-23,53064.996181,59631.956485,6573.609661,6.649357,31938.837057,37463.505439,5524.668382,406.785362,1283.214515,38746.719954,8506.432280,8372.525339
2025-04-24,56635.468230,58072.059590,1505.788917,69.197557,33853.790082,35210.081494,1356.291413,456.980761,1684.794264,36894.875758,8372.525339,8273.540556
2025-04-25,49231.478287,40570.027653,0.000000,8661.450634,29791.643579,25616.428189,-4175.215390,0.000000,0.000000,25616.428189,8273.540556,8538.534351
2025-04-26,46913.140765,40150.821958,0.000000,6762.318807,28126.518896,24809.970906,-3316.547990,10.505890,22.435327,24832.406234,8538.534351,8883.874995
2025-04-27,51230.784646,54672.523185,3442.675369,0.936831,30787.892010,34121.797825,3333.905815,1211.137774,4826.869077,38948.666903,8883.874995,8733.257044
2025-04-28,64267.447598,64334.360355,1178.039422,1111.126665,37617.907503,38860.601173,1242.693669,501.301891,1921.532851,40782.134024,8733.257044,8473.283311
2025-04-29,54779.412680,55472.018638,940.455048,247.849090,32805.837909,33934.864871,1129.026962,306.904938,1433.802038,35368.666909,8473.283311,8350.778827
2025-04-30,52782.718460,53189.424951,406.706491,0.000000,32267.082906,32625.481511,358.398605,1578.790491,5869.075239,38494.556749,8350.778827,8188.358506
2025-05-01,57129.238181,56513.906795,0.000000,615.331386,34475.987139,34178.738845,-297.248294,2966.765708,13851.527700,48030.266544,8188.358506,8149.471895
2025-05-02,62172.794626,46183.822251,0.000000,15988.972375,36493.419544,30506.883873,-5986.535671,84.431262,183.516136,30690.400009,8149.471895,8425.912279
2025-05-03,55394.460414,44647.830557,0.000000,10746.629857,32357.558419,27888.911949,-4468.646470,149.920875,775.325074,28664.237023,8425.912279,8782.131477
2025-05-04,57886.835335,54290.209137,411.557240,4008.183438,34374.879371,34009.652333,-365.227038,3749.234444,15090.927903,49100.580236,8782.131477,8527.174769
2025-05-05,60764.484446,60218.911450,267.338797,812.911794,36753.188617,36849.036629,95.848012,1708.511219,7444.116145,44293.152773,8527.174769,8301.306458
2025-05-06,53028.672739,57532.946666,4504.273927,0.000000,32415.115419,36851.139468,4436.024049,1629.050211,6908.967993,43760.107461,8301.306458,8109.528675
2025-05-07,58223.665076,61530.074008,3360.113517,53.704585,35699.260012,38003.719670,2304.459657,1029.945045,5088.418290,43092.137960,8109.528675,8016.189673
2025-05-08,66839.461065,63678.271740,528.258541,3689.447866,39508.263003,39075.747286,-432.515717,765.904961,3541.777076,42617.524362,8016.189673,7943.295713
2025-05-09,62834.637279,47516.018244,0.000000,15318.619035,36898.330957,31334.173031,-5564.157926,0.000000,0.000000,31334.173031,7943.295713,8324.564496
2025-05-10,58635.376587,46289.966395,0.000000,12345.410192,34072.207277,29447.693557,-4624.513720,48.804769,103.197176,29550.890734,8324.564496,8697.036319
2025-05-11,60446.408907,59622.482780,1409.710496,2233.636624,35764.420783,37358.338269,1593.917485,1446.800836,5649.251379,43007.589647,8697.036319,8472.311957
2025-05-12,53982.377321,58434.935313,4452.557992,0.000000,32995.319494,37234.825145,4239.505651,689.049100,2682.225531,39917.050676,8472.311957,8284.728143
2025-05-13,65696.163764,59087.458759,695.033833,7303.738838,39086.662695,38030.271861,-1056.390834,1108.647037,5085.120426,43115.392287,8284.728143,8193.009255
2025-05-14,64178.439456,60904.132337,631.490265,3905.797384,39179.829462,38342.439173,-837.390289,561.246546,2271.582652,40614.021825,8193.009255,8095.151542
2025-05-15,63925.905489,60835.910577,872.544267,3962.539180,39691.663434,38861.875326,-829.788107,507.625234,2095.098323,40956.973649,8095.151542,8043.556811
2025-05-16,52973.829649,43748.390641,0.000000,9225.439008,32946.856450,28516.790103,-4430.066346,16.771685,64.391910,28581.182013,8043.556811,8424.380010
2025-05-17,58897.871455,46674.641419,0.000000,12223.230037,35085.194991,30251.580192,-4833.614798,20.246453,43.129419,30294.709611,8424.380010,8760.950235
2025-05-18,64614.109626,60984.077848,319.900689,3949.932467,38376.133114,37910.779543,-465.353571,823.760942,2626.139612,40536.919155,8760.950235,8592.922588
2025-05-19,58970.030035,57238.008275,573.010304,2305.032065,35551.048515,35768.647299,217.598784,331.199405,1746.022241,37514.669540,8592.922588,8486.124770
2025-05-20,59787.055818,61157.953170,1394.614973,23.717620,36249.525581,37333.909868,1084.384287,617.265690,2679.705952,40013.615820,8486.124770,8391.877853
2025-05-21,56501.714804,59499.091018,3126.536400,129.160187,35161.384699,37526.187777,2364.803078,515.896747,1675.311091,39201.498868,8391.877853,8353.718315
2025-05-22,60744.092169,59426.170602,0.000000,1317.921567,37597.153193,37012.191757,-584.961436,328.317647,1205.824720,38218.016477,8353.718315,8304.447367
2025-05-23,57792.742264,47883.728236,0.000000,9909.014028,34543.725679,30425.333246,-4118.392433,0.000000,0.000000,30425.333246,8304.447367,8704.190867
2025-05-24,49959.342506,42024.726090,0.000000,7934.616416,30996.219424,27139.826364,-3856.393060,0.000000,0.000000,27139.826364,8704.190867,8980.195039
2025-05-25,58091.812381,56764.009537,900.273972,2228.076816,34999.052368,35862.622036,863.569668,772.971361,2834.064202,38696.686238,8980.195039,8800.237860
2025-05-26,56957.453753,63665.797380,6710.817041,2.473413,35157.851562,40623.967952,5466.116390,462.466489,1325.001583,41948.969535,8800.237860,8672.580575
2025-05-27,55025.910086,56737.803032,1750.392090,38.499144,34389.469169,35558.519208,1169.050039,802.846366,3286.576944,38845.096152,8672.580575,8601.008512
2025-05-28,64687.634417,61894.940203,289.835917,3082.530132,38936.217348,38554.260820,-381.956528,347.784545,859.980644,39414.241464,8601.008512,8537.158421
2025-05-29,64460.093512,64039.295568,1460.033526,1880.831470,39108.219333,39673.140510,564.921177,353.332553,1340.352785,41013.493295,8537.158421,8470.720070
2025-05-30,60766.963262,48338.954547,0.000000,12428.008715,36601.704676,31619.639466,-4982.065210,0.000000,0.000000,31619.639466,8470.720070,8851.894977
2025-05-31,61347.833152,47064.371063,0.000000,14283.462089,37161.867362,31410.032986,-5751.834377,139.770816,298.763463,31708.796449,8851.894977,9117.435016
2025-06-01,75416.270674,70788.230137,841.715166,5469.755703,45479.673678,44770.871936,-708.801742,6552.321716,25909.361562,70680.233497,9117.435016,8898.051808
2025-06-02,78895.849692,67852.700353,340.839838,11383.989177,48441.955357,45458.125964,-2983.829393,5893.945747,22839.080334,68297.206298,8898.051808,8700.002221
2025-06-03,74308.896163,72065.839498,173.236696,2416.293361,45518.531321,45073.848202,-444.683119,3670.199301,14191.269018,59265.117220,8700.002221,8543.863441
2025-06-04,86299.759157,74696.309076,285.245380,11888.695461,53785.581335,50194.969025,-3590.612309,2623.102802,8107.199915,58302.168940,8543.863441,8368.804791
2025-06-05,76522.852051,76400.217397,1144.686423,1267.321077,46669.605409,47844.826249,1175.220840,2312.573501,8335.964265,56180.790514,8368.804791,8284.465756
2025-06-06,77293.514912,52641.885104,0.000000,24651.629808,47481.852444,38606.292966,-8875.559478,384.664934,880.327463,39486.620429,8284.465756,8716.944808
2025-06-07,80254.969841,54883.734307,0.000000,25371.235534,49083.552954,39999.842453,-9083.710501,315.528300,876.307075,40876.149528,8716.944808,8997.577070
2025-06-08,72022.248614,69062.567686,1686.519270,4646.200198,43771.908457,44524.678027,752.769570,1825.414175,7055.155535,51579.833562,8997.577070,8850.288226
2025-06-09,82773.785914,76132.319822,53.667066,6695.133158,51737.587754,49486.807781,-2250.779973,1938.526442,7251.377400,56738.185181,8850.288226,8724.623733
2025-06-10,77771.233957,78347.490625,1367.145073,790.888405,47960.030128,49194.578454,1234.548326,1344.768755,4515.474230,53710.052684,8724.623733,8662.822733
2025-06-11,84924.248897,84420.233567,830.932777,1334.948107,53716.384374,54086.959789,370.575415,780.640169,2933.838226,57020.798016,8662.822733,8611.790795
2025-06-12,84235.410140,80623.703725,0.000000,3611.706414,52910.412735,51443.594931,-1466.817803,820.188078,3443.293825,54886.888756,8611.790795,8577.973129
2025-06-13,77510.521938,58631.616671,0.000000,18878.905267,47938.198047,40786.274018,-7151.924029,139.152750,402.791270,41189.065288,8577.973129,8851.292767
2025-06-14,75741.676469,53573.437705,0.000000,22168.238764,46201.377573,38371.893401,-7829.484172,84.237615,228.228121,38600.121522,8851.292767,9163.321182
2025-06-15,74225.536128,78509.743730,4474.122838,189.915237,46197.483557,49713.150739,3515.667183,849.588387,3622.274055,53335.424795,9163.321182,9027.628575
2025-06-16,79976.094963,81097.357024,1432.068565,310.806504,49719.807940,51238.068898,1518.260958,679.497519,2834.295396,54072.364295,9027.628575,8893.352099
2025-06-17,83506.358098,83614.598096,841.256462,733.016464,52141.592863,52886.661668,745.068806,919.758002,3771.682869,56658.344537,8893.352099,8814.224645
2025-06-18,85227.337016,82205.496839,501.381301,3523.221479,53235.178713,52446.106843,-789.071870,413.854145,1642.313272,54088.420114,8814.224645,8797.973144
2025-06-19,81554.784406,79114.579449,2388.735538,4828.940495,50947.192798,51818.712806,871.520008,641.171359,2697.124717,54515.837523,8797.973144,8757.493678
2025-06-20,76419.444595,56484.916205,0.000000,19934.528390,47066.685007,40026.693868,-7039.991139,0.000000,0.000000,40026.693868,8757.493678,9055.270161
2025-06-21,68544.493511,55400.037943,0.000000,13144.455569,42291.673686,37182.197368,-5109.476318,0.000000,0.000000,37182.197368,9055.270161,9342.184530
2025-06-22,74673.182466,74583.934953,2896.049128,2985.296640,45699.736207,48613.657904,2913.921698,1395.296501,6294.375815,54908.033720,9342.184530,9202.226094
2025-06-23,77474.789275,76544.735083,14.866031,944.920224,48561.901428,48221.429504,-340.471923,722.112174,3246.279078,51467.708582,9202.226094,9118.604933
2025-06-24,89799.697545,86745.449068,9.465369,3063.713846,56823.137647,55781.844039,-1041.293608,711.478451,2785.102862,58566.946902,9118.604933,9035.254027
2025-06-25,81473.810443,81789.093968,1559.284631,1244.001106,50621.263300,51933.883436,1312.620136,555.279216,2608.482206,54542.365642,9035.254027,9017.805776
2025-06-26,79224.585196,79448.046557,377.599166,154.137805,50014.461054,50200.951152,186.490098,401.433077,1719.948866,51920.900018,9017.805776,8991.091258
